Class,Course,Title,Section,Type,Days,Time,Room,Location,Instructor (*) Additional Instructor,Status
17012,MTH 142LR,College Calculus 2,B2,REC,W, 11:00 AM - 11:50 AM,Baldy 108,North Campus, Staff,Closed
18772,MTH 142LR,College Calculus 2,B3,REC,W, 12:00 PM - 12:50 PM,Park 440,North Campus, Staff,Closed
<<<>>>,MTH 142LR,College Calculus 2,C,LEC,M W F, 10:00 AM - 10:50 AM,Nsc 216,North Campus, Busch,Closed
17013,MTH 142LR,College Calculus 2,C1,REC,F, 12:00 PM - 12:50 PM,Norton 210,North Campus, Staff,Closed
18121,MTH 142LR,College Calculus 2,C2,REC,F, 1:00 PM - 1:50 PM,Baldy 117,North Campus, Staff,Closed
17016,MTH 142LR,College Calculus 2,C3,REC,F, 2:00 PM - 2:50 PM,Capen 109,North Campus, Staff,Closed
<<<>>>,MTH 142LR,College Calculus 2,D,LEC,M W F, 11:00 AM - 11:50 AM,Nsc 220,North Campus, Javor,Open
17018,MTH 142LR,College Calculus 2,D1,REC,F, 9:00 AM - 9:50 AM,Baldy 117,North Campus, Staff,Open
19561,MTH 142LR,College Calculus 2,D2,REC,F, 10:00 AM - 10:50 AM,Clemen 04,North Campus, Staff,Open
18039,MTH 142LR,College Calculus 2,D3,REC,F, 12:00 PM - 12:50 PM,Norton 214,North Campus, Staff,Closed
<<<>>>,MTH 142LR,College Calculus 2,EOP,LEC,T R, 5:00 PM - 6:20 PM,Capen 258,North Campus, Staff,Open
21029,MTH 142LR,College Calculus 2,EOP1,REC,TBA, TBA,ARR,North Campus, Staff,Open w/ Reserves
<<<>>>,MTH 142LR,College Calculus 2,F,LEC,M W F, 1:00 PM - 1:50 PM,Nsc 220,North Campus, Javor,Open
15431,MTH 142LR,College Calculus 2,F1,REC,M, 3:00 PM - 3:50 PM,Norton 210,North Campus, Staff,Open
21077,MTH 142LR,College Calculus 2,F2,REC,M, 4:00 PM - 4:50 PM,Park 250,North Campus, Staff,Open
21875,MTH 142LR,College Calculus 2,F3,REC,M, 5:00 PM - 5:50 PM,Obrian 214,North Campus, Staff,Open
<<<>>>,MTH 142LR,College Calculus 2,GMP,LEC,M W, 6:30 PM - 8:50 PM,ARR,North Campus, Izydorczak,Open
17054,MTH 142LR,College Calculus 2,GMP1,REC,TBA, TBA,ARR,North Campus, Izydorczak,Open w/ Reserves
<<<>>>,MTH 142LR,College Calculus 2,H,LEC,M W F, 3:00 PM - 3:50 PM,Nsc 220,North Campus, Javor,Open
17010,MTH 142LR,College Calculus 2,H1,REC,F, 2:00 PM - 2:50 PM,Capen 110,North Campus, Staff,Open
18787,MTH 142LR,College Calculus 2,H2,REC,F, 4:00 PM - 4:50 PM,Bell 138,North Campus, Staff,Open
19560,MTH 142LR,College Calculus 2,H3,REC,F, 5:00 PM - 5:50 PM,Talbrt 106,North Campus, Staff,Open
<<<>>>,MTH 142LR,College Calculus 2,T,LEC,T R, 9:30 AM - 10:50 AM,Baldy 101,North Campus, Rosas,Closed
17007,MTH 142LR,College Calculus 2,T1,REC,R, 2:00 PM - 2:50 PM,Clemen 106,North Campus, Staff,Closed
17008,MTH 142LR,College Calculus 2,T2,REC,R, 3:30 PM - 4:20 PM,Norton 214,North Campus, Staff,Closed
18038,MTH 142LR,College Calculus 2,T3,REC,R, 5:00 PM - 5:50 PM,Capen 260,North Campus, Staff,Closed
<<<>>>,MTH 142LR,College Calculus 2,V,LEC,T R, 12:30 PM - 1:50 PM,Nsc 220,North Campus, Rosas,Closed
21883,MTH 142LR,College Calculus 2,V1,REC,R, 2:00 PM - 2:50 PM,Obrian 209,North Campus, Staff,Closed
21884,MTH 142LR,College Calculus 2,V2,REC,R, 3:30 PM - 4:20 PM,Frnczk 408,North Campus, Staff,Closed
21885,MTH 142LR,College Calculus 2,V3,REC,R, 5:00 PM - 5:50 PM,Capen 109,North Campus, Staff,Closed
<<<>>>,MTH 142LR,College Calculus 2,W,LEC,T R, 2:00 PM - 3:20 PM,Nsc 220,North Campus, Chernyavskiy,Open
21880,MTH 142LR,College Calculus 2,W2,REC,T, 11:00 AM - 11:50 AM,Park 145,North Campus, Staff,Open
21881,MTH 142LR,College Calculus 2,W3,REC,T, 12:30 PM - 1:20 PM,Capen 201A,North Campus, Staff,Open
<<<>>>,MTH 142LR,College Calculus 2,X,LEC,T R, 3:30 PM - 4:50 PM,Nsc 218,North Campus, Rosas,Closed
23421,MTH 142LR,College Calculus 2,X1,REC,R, 9:30 AM - 10:20 AM,Obrian 214,North Campus, Staff,Closed
23422,MTH 142LR,College Calculus 2,X2,REC,R, 11:00 AM - 11:50 AM,Capen 109,North Campus, Staff,Closed
23423,MTH 142LR,College Calculus 2,X3,REC,R, 12:30 PM - 1:20 PM,Clemen 21,North Campus, Staff,Closed
<<<>>>,MTH 241LR,College Calculus 3,D,LEC,M W F, 11:00 AM - 11:50 AM,Nsc 205,North Campus, Kutluhan,Open
17021,MTH 241LR,College Calculus 3,D1,REC,M, 12:00 PM - 12:50 PM,Norton 214,North Campus, Staff,Closed
20488,MTH 241LR,College Calculus 3,D2,REC,M, 1:00 PM - 1:50 PM,Capen 262,North Campus, Staff,Closed
20489,MTH 241LR,College Calculus 3,D3,REC,M, 2:00 PM - 2:50 PM,Park 440,North Campus, Staff,Open
<<<>>>,MTH 241LR,College Calculus 3,F,LEC,M W F, 1:00 PM - 1:50 PM,Nsc 222,North Campus, Busch,Open
17022,MTH 241LR,College Calculus 3,F1,REC,F, 3:00 PM - 3:50 PM,Capen 108,North Campus, Staff,Closed
17023,MTH 241LR,College Calculus 3,F2,REC,F, 5:00 PM - 5:50 PM,Capen 260,North Campus, Staff,Open
18777,MTH 241LR,College Calculus 3,F3,REC,F, 4:00 PM - 4:50 PM,Park 146,North Campus, Staff,Open
<<<>>>,MTH 241LR,College Calculus 3,G,LEC,M W F, 2:00 PM - 2:50 PM,Nsc 222,North Campus, Busch,Closed
18043,MTH 241LR,College Calculus 3,G1,REC,W, 3:00 PM - 3:50 PM,Talbrt 103,North Campus, Staff,Closed
18044,MTH 241LR,College Calculus 3,G2,REC,W, 4:00 PM - 4:50 PM,Talbrt 111,North Campus, Staff,Closed
19562,MTH 241LR,College Calculus 3,G3,REC,W, 5:00 PM - 5:50 PM,Talbrt 106,North Campus, Staff,Closed
<<<>>>,MTH 241LR,College Calculus 3,T,LEC,T R, 9:30 AM - 10:50 AM,Nsc 216,North Campus, Hassan Balasubramanya,Open
17026,MTH 241LR,College Calculus 3,T2,REC,R, 2:00 PM - 2:50 PM,Capen 201A,North Campus, Staff,Open
17027,MTH 241LR,College Calculus 3,T3,REC,R, 3:30 PM - 4:20 PM,Park 440,North Campus, Staff,Open
<<<>>>,MTH 241LR,College Calculus 3,V,LEC,T R, 12:30 PM - 1:50 PM,Nsc 216,North Campus, Hassan Balasubramanya,Open
15430,MTH 241LR,College Calculus 3,V1,REC,T, 2:00 PM - 2:50 PM,Park 146,North Campus, Staff,Open
17024,MTH 241LR,College Calculus 3,V2,REC,T, 3:30 PM - 4:20 PM,Talbrt 113,North Campus, Staff,Open
17025,MTH 241LR,College Calculus 3,V3,REC,T, 5:00 PM - 5:50 PM,Park 145,North Campus, Staff,Open
<<<>>>,MTH 251LR,Honors Calculus 3,T,LEC,T R, 9:30 AM - 10:50 AM,Clemen 106,North Campus, Zhang,Open
23429,MTH 251LR,Honors Calculus 3,T1,REC,R, 11:00 AM - 11:50 AM,Baldy 111,North Campus, Staff,Open
<<<>>>,MTH 306LR,Intro Diff Equations,C,LEC,M W F, 10:00 AM - 10:50 AM,Academ 355,North Campus, Javor,Open
17386,MTH 306LR,Intro Diff Equations,C1,REC,M, 2:00 PM - 2:50 PM,Cooke 127B,North Campus, Staff,Open
17387,MTH 306LR,Intro Diff Equations,C2,REC,M, 3:00 PM - 3:50 PM,Park 440,North Campus, Staff,Open
<<<>>>,MTH 306LR,Intro Diff Equations,D,LEC,M W F, 11:00 AM - 11:50 AM,Clemen 322,North Campus, Zhang,Open
17028,MTH 306LR,Intro Diff Equations,D1,REC,M, 9:00 AM - 9:50 AM,Baldy 117,North Campus, Staff,Open
17029,MTH 306LR,Intro Diff Equations,D2,REC,M, 10:00 AM - 10:50 AM,Capen 201A,North Campus, Staff,Open
<<<>>>,MTH 306LR,Intro Diff Equations,F,LEC,M W F, 1:00 PM - 1:50 PM,Frnczk 454,North Campus, Lottes,Open
18049,MTH 306LR,Intro Diff Equations,F1,REC,F, 3:00 PM - 3:50 PM,Bell 138,North Campus, Staff,Open
18050,MTH 306LR,Intro Diff Equations,F2,REC,F, 4:00 PM - 4:50 PM,Talbrt 106,North Campus, Staff,Open
<<<>>>,MTH 306LR,Intro Diff Equations,G,LEC,M W F, 2:00 PM - 2:50 PM,Clemen 322,North Campus, Zhang,Open
17030,MTH 306LR,Intro Diff Equations,G1,REC,M, 4:00 PM - 4:50 PM,Obrian 214,North Campus, Staff,Open
17031,MTH 306LR,Intro Diff Equations,G2,REC,M, 5:00 PM - 5:50 PM,Capen 258,North Campus, Staff,Open
<<<>>>,MTH 306LR,Intro Diff Equations,H,LEC,M W, 3:00 PM - 4:20 PM,Clemen 322,North Campus, Spencer,Open
18046,MTH 306LR,Intro Diff Equations,H1,REC,W, 1:00 PM - 1:50 PM,Frnczk 408,North Campus, Staff,Open
18047,MTH 306LR,Intro Diff Equations,H2,REC,W, 2:00 PM - 2:50 PM,Talbrt 113,North Campus, Staff,Open
<<<>>>,MTH 306LR,Intro Diff Equations,T,LEC,T R, 9:30 AM - 10:50 AM,Obrian 104,North Campus, Placito,Closed
20517,MTH 306LR,Intro Diff Equations,T1,REC,F, 9:00 AM - 9:50 AM,Talbrt 113,North Campus, Staff,Closed
20518,MTH 306LR,Intro Diff Equations,T2,REC,F, 10:00 AM - 10:50 AM,Clemen 102,North Campus, Staff,Closed
<<<>>>,MTH 306LR,Intro Diff Equations,V,LEC,T R, 12:30 PM - 1:50 PM,Clemen 322,North Campus, Placito,Closed
17033,MTH 306LR,Intro Diff Equations,V1,REC,F, 11:00 AM - 11:50 AM,Norton 213,North Campus, Staff,Closed
17034,MTH 306LR,Intro Diff Equations,V2,REC,F, 12:00 PM - 12:50 PM,Park 145,North Campus, Staff,Closed
<<<>>>,MTH 306LR,Intro Diff Equations,W,LEC,T R, 2:00 PM - 3:20 PM,Clemen 322,North Campus, Placito,Closed
17808,MTH 306LR,Intro Diff Equations,W1,REC,W, 9:00 AM - 9:50 AM,Norton 216,North Campus, Staff,Closed
17809,MTH 306LR,Intro Diff Equations,W2,REC,W, 10:00 AM - 10:50 AM,Capen 240,North Campus, Staff,Closed
<<<>>>,MTH 306LR,Intro Diff Equations,Y,LEC,T R, 5:00 PM - 6:20 PM,Clemen 322,North Campus, Placito,Closed
23433,MTH 306LR,Intro Diff Equations,Y1,REC,W, 12:00 PM - 12:50 PM,Capen 240,North Campus, Staff,Closed
23434,MTH 306LR,Intro Diff Equations,Y2,REC,W, 11:00 AM - 11:50 AM,Bell 337,North Campus, Staff,Closed
<<<>>>,MTH 309LR,Intro Linear Algebra,D,LEC,M W F, 11:00 AM - 11:50 AM,Norton 218,North Campus, Tang,Open
17035,MTH 309LR,Intro Linear Algebra,D1,REC,W, 9:00 AM - 9:50 AM,Talbrt 113,North Campus, Liu,Open
17036,MTH 309LR,Intro Linear Algebra,D2,REC,W, 10:00 AM - 10:50 AM,Capen 201A,North Campus, Liu,Closed
<<<>>>,MTH 309LR,Intro Linear Algebra,E,LEC,M W F, 12:00 PM - 12:50 PM,Obrian 104,North Campus, Ren,Closed
17039,MTH 309LR,Intro Linear Algebra,E1,REC,F, 9:00 AM - 9:50 AM,Cooke 114,North Campus, Staff,Closed
20519,MTH 309LR,Intro Linear Algebra,E2,REC,F, 10:00 AM - 10:50 AM,Clemen 119,North Campus, Staff,Closed
<<<>>>,MTH 309LR,Intro Linear Algebra,F,LEC,M W F, 1:00 PM - 1:50 PM,Clemen 322,North Campus, Tang,Open
18052,MTH 309LR,Intro Linear Algebra,F1,REC,W, 3:00 PM - 3:50 PM,Obrian 214,North Campus, Liu,Closed
18053,MTH 309LR,Intro Linear Algebra,F2,REC,W, 4:00 PM - 4:50 PM,Capen 108,North Campus, Liu,Open
<<<>>>,MTH 309LR,Intro Linear Algebra,G,LEC,M W F, 2:00 PM - 2:50 PM,Knox 14,North Campus, Raico,Open
21975,MTH 309LR,Intro Linear Algebra,G1,REC,M, 4:00 PM - 4:50 PM,Talbrt 113,North Campus, Staff,Closed
21976,MTH 309LR,Intro Linear Algebra,G2,REC,M, 5:00 PM - 5:50 PM,Cooke 114,North Campus, Staff,Open
<<<>>>,MTH 309LR,Intro Linear Algebra,GMP,LEC,M W, 6:15 PM - 9:45 PM,ARR,North Campus, Izydorczak,Open
17055,MTH 309LR,Intro Linear Algebra,GMP1,REC,TBA, TBA,ARR,North Campus, Izydorczak,Open w/ Reserves
<<<>>>,MTH 309LR,Intro Linear Algebra,T,LEC,T R, 5:00 PM - 6:20 PM,Nsc 218,North Campus, Hutchings,Open
19564,MTH 309LR,Intro Linear Algebra,T1,REC,T, 12:30 PM - 1:20 PM,Clemen 21,North Campus, Hutchings,Closed
19565,MTH 309LR,Intro Linear Algebra,T2,REC,T, 2:00 PM - 2:50 PM,Norton 209,North Campus, Hutchings,Closed
<<<>>>,MTH 309LR,Intro Linear Algebra,U,LEC,T R, 11:00 AM - 12:20 PM,Math 250,North Campus, Taylor,Closed
17037,MTH 309LR,Intro Linear Algebra,U1,REC,T, 3:30 PM - 4:20 PM,Norton 213,North Campus, Staff,Closed
17038,MTH 309LR,Intro Linear Algebra,U2,REC,T, 5:00 PM - 5:50 PM,Baldy 117,North Campus, Staff,Closed
<<<>>>,MTH 309LR,Intro Linear Algebra,W,LEC,T R, 8:00 AM - 9:20 AM,Nsc 218,North Campus, Hollister,Open
19218,MTH 309LR,Intro Linear Algebra,W1,REC,T, 9:30 AM - 10:20 AM,Obrian 214,North Campus, Staff,Open
19219,MTH 309LR,Intro Linear Algebra,W2,REC,T, 11:00 AM - 11:50 AM,Obrian 209,North Campus, Staff,Open
<<<>>>,MTH 311LR,Intro To Higher Math,V,LEC,T R, 12:30 PM - 1:50 PM,Math 250,North Campus, Li,Open
17040,MTH 311LR,Intro To Higher Math,V1,REC,T, 3:30 PM - 4:20 PM,Math 150,North Campus, Staff,Open w/ Reserves
20521,MTH 311LR,Intro To Higher Math,V2,REC,T, 5:00 PM - 5:50 PM,Math 150,North Campus, Staff,Open w/ Reserves
<<<>>>,MTH 323LR,Honors Linear Algebra,V,LEC,T R, 12:30 PM - 1:50 PM,Park 145,North Campus, Muldoon,Open
21971,MTH 323LR,Honors Linear Algebra,V1,REC,W, 4:00 PM - 4:50 PM,Park 250,North Campus, Staff,Open
<<<>>>,MTH 335LR,Elements Of Geometry,C,LEC,M W F, 10:00 AM - 10:50 AM,Math 250,North Campus, Faran,Open
14578,MTH 335LR,Elements Of Geometry,C1,REC,F, 2:00 PM - 2:50 PM,Math 122,North Campus, Staff,Open w/ Reserves
21978,MTH 335LR,Elements Of Geometry,C2,REC,F, 3:00 PM - 3:50 PM,Math 122,North Campus, Staff,Open w/ Reserves
18008,MTH 337LEC,Scientific And Math Comp,C,LEC,M W, 10:00 AM - 11:50 AM,Math 150,North Campus, Lottes,Closed
17632,MTH 337LEC,Scientific And Math Comp,U,LEC,T R, 11:00 AM - 12:50 PM,Math 150,North Campus, Hollister,Open w/ Reserves
<<<>>>,MTH 411LR,Probability Theory,F,LEC,M W F, 1:00 PM - 1:50 PM,Math 250,North Campus, Xia,Closed
18793,MTH 411LR,Probability Theory,F1,REC,W, 2:00 PM - 2:50 PM,Math 250,North Campus, Staff,Closed
18794,MTH 411LR,Probability Theory,F2,REC,W, 3:00 PM - 3:50 PM,Math 250,North Campus, Staff,Closed
<<<>>>,MTH 411LR,Probability Theory,W,LEC,T R, 2:00 PM - 3:20 PM,Knox 04,North Campus, Chou,Open
17041,MTH 411LR,Probability Theory,W1,REC,T, 9:30 AM - 10:20 AM,Clemen 21,North Campus, Wang,Open
17042,MTH 411LR,Probability Theory,W2,REC,T, 11:00 AM - 11:50 AM,Bell 337,North Campus, Wang,Closed
<<<>>>,MTH 412LR,Intro Statistical Inferenc,S,LEC,T R, 8:00 AM - 9:20 AM,Math 250,North Campus, Livsey,Open
18020,MTH 412LR,Intro Statistical Inferenc,S1,REC,R, 9:30 AM - 10:20 AM,Clemen 107,North Campus, Staff,Open
21979,MTH 412LR,Intro Statistical Inferenc,S2,REC,R, 11:00 AM - 11:50 AM,Clemen 123,North Campus, Staff,Open
<<<>>>,MTH 417LR,Survey Multivariable Cal,D,LEC,M W F, 11:00 AM - 11:50 AM,Math 250,North Campus, Dimock,Open
21981,MTH 417LR,Survey Multivariable Cal,D1,REC,M, 2:00 PM - 2:50 PM,Math 122,North Campus, Staff,Open w/ Reserves
21982,MTH 417LR,Survey Multivariable Cal,D2,REC,M, 3:00 PM - 3:50 PM,Math 122,North Campus, Staff,Open w/ Reserves
<<<>>>,MTH 418LR,Surv Partial Differ Equa,B,LEC,M W F, 9:00 AM - 9:50 AM,Math 250,North Campus, Dimock,Open
17046,MTH 418LR,Surv Partial Differ Equa,B1,REC,F, 10:00 AM - 10:50 AM,Math 150,North Campus, Staff,Open w/ Reserves
20524,MTH 418LR,Surv Partial Differ Equa,B2,REC,F, 11:00 AM - 11:50 AM,Math 150,North Campus, Staff,Open w/ Reserves
<<<>>>,MTH 419LR,Intro To Abstract Algebra,S,LEC,T R, 8:00 AM - 9:20 AM,Math 150,North Campus, Cusick,Open
17047,MTH 419LR,Intro To Abstract Algebra,S1,REC,M, 4:00 PM - 4:50 PM,Math 150,North Campus, Staff,Open
<<<>>>,MTH 425LR,Intro Complex Variables 1,Y,LEC,T R, 5:00 PM - 6:20 PM,Math 122,North Campus, Chou,Open
19601,MTH 425LR,Intro Complex Variables 1,Y1,REC,T, 3:30 PM - 4:20 PM,Math 122,North Campus, Staff,Open
14876,MTH 428LEC,Intro To Topology Ii,V,LEC,T R, 12:30 PM - 1:50 PM,Math 122,North Campus, Zhang,Open
<<<>>>,MTH 429LR,Intro Theory Numbers 1,T,LEC,T R, 9:30 AM - 10:50 AM,Math 122,North Campus, Li,Open
23631,MTH 429LR,Intro Theory Numbers 1,T1,REC,W, 5:00 PM - 5:50 PM,Math 122,North Campus, Staff,Open
<<<>>>,MTH 431LR,Intro Real Variables 1,T,LEC,T R, 9:30 AM - 10:50 AM,Math 250,North Campus, Chirvasitu,Open
14601,MTH 431LR,Intro Real Variables 1,T1,REC,F, 12:00 PM - 12:50 PM,Math 150,North Campus, Wang,Open
21986,MTH 431LR,Intro Real Variables 1,T2,REC,F, 1:00 PM - 1:50 PM,Math 150,North Campus, Wang,Open
21993,MTH 448LEC,Data-Oriented Computing,W,LEC,T R, 2:00 PM - 3:20 PM,Math 250,North Campus, Taylor,Closed
13449,MTH 459LEC,Mathematical Finance 2,U,LEC,T R, 11:00 AM - 12:20 PM,Clemen 103,North Campus, Spencer,Open
<<<>>>,MTH 460LR,Theory Of Games,E,LEC,M W F, 12:00 PM - 12:50 PM,Math 250,North Campus, Faran,Open
17050,MTH 460LR,Theory Of Games,E1,REC,F, 2:00 PM - 2:50 PM,Math 250,North Campus, Staff,Closed
21994,MTH 460LR,Theory Of Games,E2,REC,F, 3:00 PM - 3:50 PM,Math 250,North Campus, Staff,Open
23485,MTH 461LEC,Topics In Algebra-Applied Linear Algebra,U,LEC,M W, 12:00 PM - 1:20 PM,Math 150,North Campus, Badzioch,Open
21087,MTH 463LEC,Topics In Applied Math-Intro To Complex Systems,T,LEC,T R, 9:30 AM - 10:50 AM,Math 150,North Campus, Muldoon,Open
23619,MTH 469LEC,Topics In Topology-Intro To Knot Theory,B,LEC,M W F, 9:00 AM - 9:50 AM,Math 150,North Campus, Kutluhan,Open
13464,MTH 495TUT,Und Supervised Teaching,000,TUT,TBA, TBA,ARR,North Campus, Hundley,Open w/ Reserves
13325,MTH 496TUT,Internship,000,TUT,TBA, TBA,ARR,Arranged, Hundley,Open w/ Reserves
13333,MTH 497TUT,Honors Thesis,000,TUT,TBA, TBA,ARR,North Campus, Hundley,Open w/ Reserves
13066,MTH 499TUT,Independent Study,BAD,TUT,TBA, TBA,ARR,North Campus, Badzioch,Open w/ Reserves
13028,MTH 499TUT,Independent Study,BIO,TUT,TBA, TBA,ARR,North Campus, Biondini,Open w/ Reserves
18054,MTH 499TUT,Independent Study,CHI,TUT,TBA, TBA,ARR,North Campus, Chirvasitu,Open w/ Reserves
12806,MTH 499TUT,Independent Study,CHO,TUT,TBA, TBA,ARR,North Campus, Chou,Open w/ Reserves
12774,MTH 499TUT,Independent Study,COB,TUT,TBA, TBA,ARR,North Campus, Coburn,Open w/ Reserves
12763,MTH 499TUT,Independent Study,COW,TUT,TBA, TBA,ARR,North Campus, Cowen,Open w/ Reserves
12738,MTH 499TUT,Independent Study,CUS,TUT,TBA, TBA,ARR,North Campus, Cusick,Open w/ Reserves
12678,MTH 499TUT,Independent Study,DIM,TUT,TBA, TBA,ARR,North Campus, Dimock,Open w/ Reserves
12574,MTH 499TUT,Independent Study,FAR,TUT,TBA, TBA,ARR,North Campus, Faran,Open w/ Reserves
12345,MTH 499TUT,Independent Study,HAS,TUT,TBA, TBA,ARR,North Campus, Hassard,Open w/ Reserves
16602,MTH 499TUT,Independent Study,HUN,TUT,TBA, TBA,ARR,North Campus, Hundley,Open w/ Reserves
12189,MTH 499TUT,Independent Study,JUN,TUT,TBA, TBA,ARR,North Campus, Jung,Open w/ Reserves
16164,MTH 499TUT,Independent Study,KUT,TUT,TBA, TBA,ARR,North Campus, Kutluhan,Open w/ Reserves
11947,MTH 499TUT,Independent Study,LIH,TUT,TBA, TBA,ARR,North Campus, Li,Open w/ Reserves
11977,MTH 499TUT,Independent Study,LIX,TUT,TBA, TBA,ARR,North Campus, Li,Open w/ Reserves
11590,MTH 499TUT,Independent Study,LIY,TUT,TBA, TBA,ARR,North Campus, Li,Open w/ Reserves
11858,MTH 499TUT,Independent Study,MAN,TUT,TBA, TBA,ARR,North Campus, Mangahas Kutluhan,Open w/ Reserves
19708,MTH 499TUT,Independent Study,MAS,TUT,TBA, TBA,ARR,North Campus, Masuda,Open w/ Reserves
11764,MTH 499TUT,Independent Study,MEN,TUT,TBA, TBA,ARR,North Campus, Menasco,Open w/ Reserves
12017,MTH 499TUT,Independent Study,MUL,TUT,TBA, TBA,ARR,North Campus, Muldoon,Open w/ Reserves
19628,MTH 499TUT,Independent Study,PRI,TUT,TBA, TBA,ARR,North Campus, Prinari,Open w/ Reserves
11426,MTH 499TUT,Independent Study,RAM,TUT,TBA, TBA,ARR,North Campus, Ramachandran,Open w/ Reserves
11387,MTH 499TUT,Independent Study,RIN,TUT,TBA, TBA,ARR,North Campus, Ringland,Open w/ Reserves
11189,MTH 499TUT,Independent Study,SAG,TUT,TBA, TBA,ARR,North Campus, Sageev,Open w/ Reserves
11047,MTH 499TUT,Independent Study,SIK,TUT,TBA, TBA,ARR,North Campus, Sikora,Open w/ Reserves
10982,MTH 499TUT,Independent Study,SPE,TUT,TBA, TBA,ARR,North Campus, Spencer,Open w/ Reserves
18055,MTH 499TUT,Independent Study,TAY,TUT,TBA, TBA,ARR,North Campus, Taylor,Open w/ Reserves
10689,MTH 499TUT,Independent Study,XIA,TUT,TBA, TBA,ARR,North Campus, Xia,Open w/ Reserves
10619,MTH 499TUT,Independent Study,ZHA,TUT,TBA, TBA,ARR,North Campus, Zhang,Open w/ Reserves
10630,MTH 499TUT,Independent Study,ZHU,TUT,TBA, TBA,ARR,North Campus, Zhu,Open w/ Reserves
<<<>>>,MAE 177LLB,Introduction To Cad,M1,LAB,TBA, TBA,Remote,Remote, Stamm,Open
10599,MAE 177LLB,Introduction To Cad,MAE,LEC,TBA, TBA,Remote,Remote, Stamm,Open
13517,MAE 311LEC,Machines & Mechanisms 1,A,LEC,T R, 9:30 AM - 10:50 AM,Obrian 109,North Campus, Khan,Open
16139,MAE 311LEC,Machines & Mechanisms 1,B,LEC,T R, 11:00 AM - 12:20 PM,Obrian 109,North Campus, Khan,Closed
16140,MAE 311LEC,Machines & Mechanisms 1,C,LEC,T R, 2:00 PM - 3:20 PM,Nsc 228,North Campus, Khan,Open
13366,MAE 316LEC,Aerospace Structures,A,LEC,T R, 2:00 PM - 3:20 PM,Remote,Remote, Dargush,Open
22669,MAE 316LEC,Aerospace Structures,B,LEC,T R, 5:00 PM - 6:20 PM,Remote,Remote, Dargush,Open
<<<>>>,MAE 334LLB,Mae Laboratory I,000,LEC,F, 1:00 PM - 1:50 PM,Norton 190,North Campus, Estes  * St. Pierre,Open
14864,MAE 334LLB,Mae Laboratory I,L01,LAB,M, 2:00 PM - 4:20 PM,Furnas 810/811,North Campus, Estes  * St. Pierre,Closed
14865,MAE 334LLB,Mae Laboratory I,L02,LAB,M, 6:00 PM - 8:20 PM,Furnas 810/811,North Campus, Estes  * St. Pierre,Closed
14866,MAE 334LLB,Mae Laboratory I,L03,LAB,T, 8:00 AM - 10:20 AM,Furnas 810/811,North Campus, Estes  * St. Pierre,Closed
14867,MAE 334LLB,Mae Laboratory I,L04,LAB,T, 12:30 PM - 2:50 PM,Furnas 810/811,North Campus, Estes  * St. Pierre,Closed
14868,MAE 334LLB,Mae Laboratory I,L05,LAB,T, 3:30 PM - 5:50 PM,Furnas 810/811,North Campus, Estes  * St. Pierre,Closed
14869,MAE 334LLB,Mae Laboratory I,L06,LAB,T, 6:30 PM - 8:50 PM,Furnas 810/811,North Campus, Estes  * St. Pierre,Open
14870,MAE 334LLB,Mae Laboratory I,L07,LAB,W, 8:00 AM - 10:20 AM,Furnas 810/811,North Campus, Estes  * St. Pierre,Open
14871,MAE 334LLB,Mae Laboratory I,L08,LAB,W, 3:00 PM - 5:20 PM,Furnas 810/811,North Campus, Estes  * St. Pierre,Closed
14872,MAE 334LLB,Mae Laboratory I,L09,LAB,W, 6:00 PM - 8:20 PM,Furnas 810/811,North Campus, Estes  * St. Pierre,Open
14873,MAE 334LLB,Mae Laboratory I,L10,LAB,R, 8:00 AM - 10:20 AM,Furnas 810/811,North Campus, Estes  * St. Pierre,Closed
14874,MAE 334LLB,Mae Laboratory I,L11,LAB,R, 12:30 PM - 2:50 PM,Furnas 810/811,North Campus, Estes  * St. Pierre,Closed
16143,MAE 334LLB,Mae Laboratory I,L12,LAB,R, 3:30 PM - 5:50 PM,Furnas 810/811,North Campus, Estes  * St. Pierre,Closed
16144,MAE 334LLB,Mae Laboratory I,L13,LAB,R, 6:30 PM - 8:50 PM,Furnas 810/811,North Campus, Estes  * St. Pierre,Open
16145,MAE 334LLB,Mae Laboratory I,L14,LAB,F, 8:00 AM - 10:20 AM,Furnas 810/811,North Campus, Estes  * St. Pierre,Open
21422,MAE 334LLB,Mae Laboratory I,L15,LAB,F, 10:30 AM - 12:50 PM,Furnas 810/811,North Campus, Estes  * St. Pierre,Closed
13428,MAE 336LEC,Heat Transfer,A,LEC,M W F, 8:00 AM - 8:50 AM,Knox 109,North Campus, Mollendorf,Open
16631,MAE 336LEC,Heat Transfer,B,LEC,M W F, 10:00 AM - 10:50 AM,Nsc 218,North Campus, Mollendorf,Closed
<<<>>>,MAE 345LR,Intermediate Dynamics,A,LEC,T R, 12:30 PM - 1:50 PM,Nsc 210,North Campus, Darrall,Closed
20831,MAE 345LR,Intermediate Dynamics,A1,REC,M, 1:00 PM - 1:50 PM,Talbrt 107,North Campus, Darrall,Open
<<<>>>,MAE 345LR,Intermediate Dynamics,B,LEC,T R, 2:00 PM - 3:20 PM,Nsc 210,North Campus, Darrall,Open
